	label	area	largest_area	number_of_components	height	width
2401	Scentless Mayweed	8604.5	8604.5	2	200	200
2402	Scentless Mayweed	6359.0	6359.0	1	200	200
2403	Scentless Mayweed	6332.5	6332.5	1	200	200
2404	Scentless Mayweed	5711.5	5711.5	2	200	200
2405	Scentless Mayweed	11500.0	7012.5	2	200	200
2406	Scentless Mayweed	6463.5	6463.5	1	200	200
2407	Scentless Mayweed	12083.0	12083.0	1	200	200
2408	Scentless Mayweed	11904.5	11904.5	1	200	200
2409	Scentless Mayweed	8157.5	8157.5	4	200	200
2410	Scentless Mayweed	4731.0	4457.5	3	200	200
2411	Scentless Mayweed	7104.5	7104.5	1	200	200
2412	Scentless Mayweed	7648.5	7648.5	1	200	200
2413	Scentless Mayweed	8620.0	8620.0	1	200	200
2414	Scentless Mayweed	5788.5	5788.5	1	200	200
2415	Scentless Mayweed	7118.5	7118.5	1	200	200
2416	Scentless Mayweed	7635.0	7635.0	1	200	200
2417	Scentless Mayweed	11807.5	11807.5	1	200	200
2418	Scentless Mayweed	9107.0	9107.0	1	200	200
2419	Scentless Mayweed	12537.0	12238.0	4	200	200
2420	Scentless Mayweed	7794.0	7794.0	1	200	200
2421	Scentless Mayweed	6841.0	6841.0	1	200	200
2422	Scentless Mayweed	13471.5	13471.5	1	200	200
2423	Scentless Mayweed	9630.5	9630.5	1	200	200
2424	Scentless Mayweed	9381.5	9381.5	1	200	200
2425	Scentless Mayweed	7696.0	7696.0	1	200	200
2426	Scentless Mayweed	8321.0	8321.0	1	200	200
2427	Scentless Mayweed	7649.5	7649.5	1	200	200
2428	Scentless Mayweed	6941.0	6941.0	1	200	200
2429	Scentless Mayweed	8062.5	8062.5	1	200	200
2430	Scentless Mayweed	7685.0	7685.0	1	200	200
2431	Scentless Mayweed	8124.0	8124.0	3	200	200
2432	Scentless Mayweed	10662.5	10662.5	1	200	200
2433	Scentless Mayweed	7154.5	5548.5	2	200	200
2434	Scentless Mayweed	7898.5	7898.5	1	200	200
2435	Scentless Mayweed	7936.5	7460.0	3	200	200
2436	Scentless Mayweed	5707.0	5707.0	1	200	200
2437	Scentless Mayweed	10621.5	10621.5	7	200	200
2438	Scentless Mayweed	6392.0	6392.0	1	200	200
2439	Scentless Mayweed	11425.5	11425.5	1	200	200
2440	Scentless Mayweed	7935.5	6317.5	2	200	200
2441	Scentless Mayweed	5072.5	5072.5	1	200	200
2442	Scentless Mayweed	9676.5	9676.5	1	200	200
2443	Scentless Mayweed	8322.0	8322.0	1	200	200
2444	Scentless Mayweed	8923.0	8923.0	1	200	200
2445	Scentless Mayweed	8332.0	8332.0	1	200	200
2446	Scentless Mayweed	4203.5	4203.5	1	200	200
2447	Scentless Mayweed	9386.0	8891.5	2	200	200
2448	Scentless Mayweed	7394.5	7394.5	3	200	200
2449	Scentless Mayweed	8119.0	8119.0	1	200	200
2450	Scentless Mayweed	10031.5	10031.5	1	200	200
2451	Scentless Mayweed	9514.5	9514.5	1	200	200
2452	Scentless Mayweed	6091.0	6091.0	1	200	200
2453	Shepherds Purse	7811.5	7811.5	1	200	200
2454	Shepherds Purse	12052.5	12052.5	2	200	200
2455	Shepherds Purse	10936.5	10936.5	1	200	200
2456	Shepherds Purse	15433.0	14803.0	2	200	200
2457	Shepherds Purse	5351.5	5351.5	1	200	200
2458	Shepherds Purse	12110.5	12110.5	2	200	200
2459	Shepherds Purse	7374.5	7374.5	1	200	200
2460	Shepherds Purse	7984.5	7984.5	1	200	200
2461	Shepherds Purse	10438.0	10438.0	1	200	200
2462	Shepherds Purse	9986.0	2747.5	5	200	200
2463	Shepherds Purse	10150.0	10150.0	1	200	200
2464	Shepherds Purse	9389.5	9389.5	1	200	200
2465	Shepherds Purse	7371.0	7371.0	1	200	200
2466	Shepherds Purse	11021.5	11021.5	1	200	200
2467	Shepherds Purse	11230.5	10214.0	2	200	200
2468	Shepherds Purse	15221.5	15221.5	1	200	200
2469	Shepherds Purse	13738.0	13186.0	2	200	200
2470	Shepherds Purse	9974.5	9974.5	1	200	200
2471	Shepherds Purse	11037.0	11037.0	1	200	200
2472	Shepherds Purse	8185.0	8185.0	1	200	200
2473	Shepherds Purse	11074.5	11074.5	1	200	200
2474	Shepherds Purse	11376.0	11376.0	1	200	200
2475	Shepherds Purse	9252.0	9252.0	1	200	200
2476	Shepherds Purse	9049.0	9049.0	1	200	200
2477	Shepherds Purse	7306.0	7306.0	1	200	200
2478	Shepherds Purse	11654.5	11654.5	1	200	200
2479	Shepherds Purse	11476.0	11476.0	1	200	200
2480	Shepherds Purse	9780.0	9780.0	1	200	200
2481	Shepherds Purse	8181.0	8181.0	1	200	200
2482	Shepherds Purse	11441.5	11441.5	1	200	200
2483	Shepherds Purse	7713.5	7713.5	1	200	200
2484	Shepherds Purse	7466.5	7466.5	1	200	200
2485	Shepherds Purse	12489.5	12489.5	1	200	200
2486	Shepherds Purse	9732.5	9732.5	2	200	200
2487	Shepherds Purse	7145.5	7145.5	1	200	200
2488	Shepherds Purse	10864.0	10864.0	2	200	200
2489	Shepherds Purse	9574.5	9574.5	1	200	200
2490	Shepherds Purse	9974.5	9974.5	1	200	200
2491	Shepherds Purse	6127.5	6127.5	1	200	200
2492	Shepherds Purse	11253.0	11253.0	1	200	200
2493	Shepherds Purse	9937.5	9937.5	3	200	200
2494	Shepherds Purse	9624.5	9624.5	1	200	200
2495	Shepherds Purse	10028.0	10028.0	3	200	200
2496	Shepherds Purse	7041.0	7041.0	1	200	200
2497	Shepherds Purse	10125.0	10125.0	1	200	200
2498	Shepherds Purse	10243.5	10243.5	11	200	200
2499	Shepherds Purse	10334.0	10334.0	1	200	200
2500	Shepherds Purse	11376.5	11376.5	1	200	200
2501	Shepherds Purse	7380.5	7380.5	1	200	200
2502	Shepherds Purse	13056.0	13056.0	2	200	200
2503	Shepherds Purse	10665.5	10665.5	1	200	200
2504	Shepherds Purse	7514.5	7514.5	1	200	200
2505	Shepherds Purse	12987.5	12987.5	1	200	200
2506	Shepherds Purse	12618.0	12618.0	1	200	200
2507	Shepherds Purse	8680.0	8680.0	1	200	200
2508	Shepherds Purse	10991.5	10991.5	1	200	200
2509	Shepherds Purse	11034.5	11034.5	1	200	200
2510	Shepherds Purse	9139.0	9139.0	1	200	200
2511	Shepherds Purse	11442.0	11442.0	2	200	200
2512	Shepherds Purse	10321.0	10321.0	1	200	200
2513	Shepherds Purse	8569.5	8569.5	1	200	200
2514	Shepherds Purse	10972.0	10972.0	1	200	200
2515	Shepherds Purse	8665.5	8665.5	3	200	200
2516	Shepherds Purse	9595.0	9595.0	1	200	200
2517	Shepherds Purse	11597.5	11597.5	3	200	200
2518	Shepherds Purse	12300.5	12300.5	1	200	200
2519	Shepherds Purse	7533.5	7533.5	1	200	200
2520	Shepherds Purse	12475.0	12475.0	1	200	200
2521	Shepherds Purse	12610.5	12610.5	1	200	200
2522	Shepherds Purse	7452.0	7452.0	1	200	200
2523	Shepherds Purse	10287.5	10287.5	3	200	200
2524	Shepherds Purse	8482.5	8482.5	1	200	200
2525	Shepherds Purse	8866.0	8866.0	1	200	200
2526	Shepherds Purse	13517.0	13517.0	1	200	200
2527	Shepherds Purse	9819.0	9819.0	1	200	200
2528	Shepherds Purse	9654.0	9654.0	1	200	200
2529	Shepherds Purse	10235.0	9825.5	3	200	200
2530	Shepherds Purse	9776.5	9776.5	1	200	200
2531	Shepherds Purse	13503.5	13503.5	1	200	200
2532	Shepherds Purse	9202.0	9202.0	1	200	200
2533	Shepherds Purse	6797.0	6797.0	1	200	200
2534	Shepherds Purse	13767.5	13767.5	1	200	200
2535	Shepherds Purse	10898.5	10898.5	1	200	200
2536	Shepherds Purse	8882.5	8882.5	1	200	200
2537	Shepherds Purse	8993.5	8993.5	3	200	200
2538	Shepherds Purse	8004.5	8004.5	1	200	200
2539	Shepherds Purse	10503.5	10503.5	1	200	200
2540	Shepherds Purse	12418.5	12418.5	1	200	200
2541	Shepherds Purse	8951.5	8951.5	1	200	200
2542	Shepherds Purse	10955.5	10955.5	1	200	200
2543	Shepherds Purse	7311.0	7311.0	1	200	200
2544	Shepherds Purse	11667.0	11667.0	1	200	200
2545	Shepherds Purse	9322.0	9322.0	2	200	200
2546	Shepherds Purse	8731.0	8731.0	1	200	200
2547	Shepherds Purse	10950.0	10950.0	1	200	200
2548	Shepherds Purse	12558.0	12558.0	1	200	200
2549	Shepherds Purse	9399.5	9399.5	1	200	200
2550	Shepherds Purse	7002.0	7002.0	1	200	200
2551	Shepherds Purse	11144.5	11144.5	1	200	200
2552	Shepherds Purse	10790.5	8839.5	2	200	200
2553	Shepherds Purse	11337.0	11337.0	2	200	200
2554	Shepherds Purse	8619.5	8619.5	1	200	200
2555	Shepherds Purse	7833.5	7833.5	1	200	200
2556	Shepherds Purse	13555.5	13555.5	1	200	200
2557	Shepherds Purse	16260.0	14479.5	3	200	200
2558	Shepherds Purse	10154.5	10154.5	1	200	200
2559	Shepherds Purse	11894.5	11894.5	2	200	200
2560	Shepherds Purse	11647.0	11647.0	1	200	200
2561	Shepherds Purse	8659.5	8659.5	1	200	200
2562	Shepherds Purse	9568.5	9568.5	6	200	200
2563	Shepherds Purse	10412.0	10412.0	1	200	200
2564	Shepherds Purse	17102.0	15846.5	2	200	200
2565	Shepherds Purse	5982.5	5982.5	1	200	200
2566	Shepherds Purse	14048.0	11622.0	8	200	200
2567	Shepherds Purse	8370.0	8370.0	3	200	200
2568	Shepherds Purse	10704.0	10704.0	1	200	200
2569	Shepherds Purse	10153.0	10153.0	3	200	200
2570	Shepherds Purse	11708.5	11708.5	1	200	200
2571	Shepherds Purse	7485.0	7485.0	1	200	200
2572	Shepherds Purse	8438.5	8438.5	1	200	200
2573	Shepherds Purse	10621.5	9431.5	3	200	200
2574	Shepherds Purse	6605.5	6605.5	1	200	200
2575	Shepherds Purse	5663.0	5663.0	1	200	200
2576	Shepherds Purse	11628.0	11628.0	1	200	200
2577	Shepherds Purse	9095.5	9095.5	1	200	200
2578	Shepherds Purse	12476.5	12476.5	1	200	200
2579	Shepherds Purse	9984.0	9984.0	1	200	200
2580	Shepherds Purse	7481.5	7481.5	1	200	200
2581	Shepherds Purse	8044.5	7712.5	6	200	200
2582	Shepherds Purse	22970.0	22970.0	2	200	200
2583	Shepherds Purse	8343.0	8343.0	1	200	200
2584	Shepherds Purse	10591.5	10591.5	1	200	200
2585	Shepherds Purse	8816.0	8816.0	1	200	200
2586	Shepherds Purse	7767.5	7767.5	1	200	200
2587	Shepherds Purse	7075.5	7075.5	1	200	200
2588	Shepherds Purse	8472.5	8472.5	1	200	200
2589	Shepherds Purse	8082.0	8082.0	1	200	200
2590	Shepherds Purse	13631.0	13631.0	2	200	200
2591	Shepherds Purse	11338.5	11338.5	1	200	200
2592	Shepherds Purse	14223.5	14223.5	1	200	200
2593	Shepherds Purse	11377.5	11377.5	1	200	200
2594	Shepherds Purse	7345.0	7345.0	1	200	200
2595	Shepherds Purse	9135.0	9135.0	2	200	200
2596	Shepherds Purse	8311.0	8311.0	1	200	200
2597	Shepherds Purse	6925.0	6925.0	1	200	200
2598	Shepherds Purse	7162.0	7162.0	1	200	200
2599	Shepherds Purse	9803.0	9803.0	1	200	200
2600	Shepherds Purse	13257.0	13257.0	1	200	200
2601	Shepherds Purse	9893.0	9893.0	1	200	200
2602	Shepherds Purse	8440.0	8440.0	2	200	200
2603	Shepherds Purse	7319.0	7319.0	1	200	200
2604	Shepherds Purse	13914.5	13914.5	1	200	200
2605	Shepherds Purse	8176.5	7340.5	2	200	200
2606	Shepherds Purse	9077.0	9077.0	1	200	200
2607	Shepherds Purse	7230.5	7230.5	2	200	200
2608	Shepherds Purse	9899.5	9899.5	1	200	200
2609	Shepherds Purse	6516.5	6516.5	1	200	200
2610	Shepherds Purse	17513.0	17513.0	1	200	200
2611	Shepherds Purse	12298.0	12298.0	1	200	200
2612	Shepherds Purse	14786.5	14406.5	3	200	200
2613	Shepherds Purse	11563.5	11563.5	1	200	200
2614	Shepherds Purse	13090.5	13090.5	1	200	200
2615	Shepherds Purse	9577.0	9577.0	1	200	200
2616	Shepherds Purse	9311.5	9311.5	1	200	200
2617	Shepherds Purse	17106.5	17106.5	1	200	200
2618	Shepherds Purse	10575.0	10575.0	4	200	200
2619	Shepherds Purse	7474.5	7474.5	1	200	200
2620	Shepherds Purse	7097.0	7097.0	5	200	200
2621	Shepherds Purse	10307.0	10307.0	1	200	200
2622	Shepherds Purse	13486.0	13486.0	1	200	200
2623	Shepherds Purse	11083.0	11083.0	1	200	200
2624	Shepherds Purse	10023.5	7747.0	4	200	200
2625	Shepherds Purse	9109.5	9109.5	1	200	200
2626	Shepherds Purse	11231.5	11231.5	2	200	200
2627	Shepherds Purse	10053.0	10053.0	1	200	200
2628	Shepherds Purse	6725.5	6725.5	1	200	200
2629	Shepherds Purse	14557.0	14557.0	1	200	200
2630	Shepherds Purse	10407.5	10407.5	1	200	200
2631	Shepherds Purse	10862.0	10862.0	1	200	200
2632	Shepherds Purse	8202.0	8202.0	1	200	200
2633	Shepherds Purse	8343.0	8343.0	1	200	200
2634	Shepherds Purse	9381.5	9381.5	1	200	200
2635	Shepherds Purse	7991.0	7991.0	1	200	200
2636	Shepherds Purse	11169.0	11169.0	1	200	200
2637	Shepherds Purse	11232.5	11232.5	1	200	200
2638	Shepherds Purse	9998.5	4545.5	3	200	200
2639	Shepherds Purse	11155.0	11155.0	3	200	200
2640	Shepherds Purse	11529.5	10893.0	3	200	200
2641	Shepherds Purse	14595.5	14595.5	1	200	200
2642	Shepherds Purse	11575.0	11575.0	1	200	200
2643	Shepherds Purse	8170.5	8170.5	1	200	200
2644	Shepherds Purse	7702.0	7702.0	1	200	200
2645	Shepherds Purse	16485.0	16485.0	1	200	200
2646	Shepherds Purse	13481.5	13481.5	1	200	200
2647	Shepherds Purse	5471.5	5471.5	4	200	200
2648	Shepherds Purse	12828.5	12828.5	1	200	200
2649	Shepherds Purse	8471.5	8471.5	1	200	200
2650	Shepherds Purse	9460.5	9460.5	2	200	200
2651	Shepherds Purse	8800.0	8800.0	1	200	200
2652	Shepherds Purse	11834.0	11834.0	1	200	200
2653	Shepherds Purse	9398.0	9398.0	1	200	200
2654	Shepherds Purse	11281.0	11281.0	1	200	200
2655	Shepherds Purse	6320.0	6320.0	1	200	200
2656	Shepherds Purse	10202.0	10202.0	1	200	200
2657	Shepherds Purse	11349.0	11349.0	1	200	200
2658	Shepherds Purse	8018.5	8018.5	1	200	200
2659	Shepherds Purse	12798.5	12798.5	1	200	200
2660	Shepherds Purse	9961.0	9961.0	1	200	200
2661	Shepherds Purse	11197.5	10281.5	3	200	200
2662	Shepherds Purse	12075.0	12075.0	1	200	200
2663	Shepherds Purse	7177.0	7177.0	1	200	200
2664	Shepherds Purse	8144.5	8144.5	2	200	200
2665	Shepherds Purse	6166.5	6166.5	1	200	200
2666	Shepherds Purse	9206.5	9206.5	3	200	200
2667	Shepherds Purse	7404.5	7404.5	1	200	200
2668	Shepherds Purse	8326.5	8326.5	1	200	200
2669	Shepherds Purse	7241.0	7241.0	3	200	200
2670	Shepherds Purse	11707.5	11707.5	1	200	200
2671	Shepherds Purse	16808.5	16808.5	1	200	200
2672	Shepherds Purse	7597.0	6778.5	4	200	200
2673	Shepherds Purse	6504.0	6504.0	1	200	200
2674	Shepherds Purse	8538.5	8538.5	1	200	200
2675	Shepherds Purse	10214.0	10214.0	1	200	200
2676	Shepherds Purse	15032.0	15032.0	1	200	200
2677	Shepherds Purse	9679.5	9679.5	1	200	200
2678	Shepherds Purse	14356.0	13014.0	4	200	200
2679	Shepherds Purse	6497.0	6497.0	1	200	200
2680	Shepherds Purse	12775.5	12775.5	1	200	200
2681	Shepherds Purse	10072.0	10072.0	1	200	200
2682	Shepherds Purse	13682.0	13682.0	1	200	200
2683	Shepherds Purse	14924.0	14924.0	2	200	200
2684	Fat Hen	2698.0	1587.5	2	200	200
2685	Fat Hen	4095.0	2086.5	2	200	200
2686	Fat Hen	4383.5	2335.0	2	200	200
2687	Fat Hen	4773.0	2491.5	2	200	200
2688	Fat Hen	3561.5	2107.5	2	200	200
2689	Fat Hen	4825.0	3100.0	2	200	200
2690	Fat Hen	4905.0	4905.0	1	200	200
2691	Fat Hen	6827.0	6827.0	2	200	200
2692	Fat Hen	12073.0	11625.5	6	200	200
2693	Fat Hen	14279.5	5610.0	4	200	200
2694	Fat Hen	4025.5	4025.5	2	200	200
2695	Fat Hen	7698.5	4659.0	5	200	200
2696	Fat Hen	3720.0	2073.0	2	200	200
2697	Fat Hen	3461.0	1830.5	3	200	200
2698	Fat Hen	10733.0	5121.0	3	200	200
2699	Fat Hen	4747.5	2554.5	6	200	200
2700	Fat Hen	3522.5	1998.0	2	200	200
2701	Fat Hen	7933.5	4262.5	10	200	200
2702	Fat Hen	3838.0	1714.5	5	200	200
2703	Fat Hen	6192.5	6192.5	1	200	200
2704	Fat Hen	7433.0	7433.0	1	200	200
2705	Fat Hen	10127.0	6776.0	2	200	200
2706	Fat Hen	8426.0	6575.5	5	200	200
2707	Fat Hen	4435.5	2973.0	2	200	200
2708	Fat Hen	4606.5	3057.5	3	200	200
2709	Fat Hen	5272.5	5272.5	2	200	200
2710	Fat Hen	3346.0	1781.0	2	200	200
2711	Fat Hen	2941.0	1949.5	2	200	200
2712	Fat Hen	4845.5	4845.5	1	200	200
2713	Fat Hen	3454.0	1864.5	2	200	200
2714	Fat Hen	3827.5	1933.5	2	200	200
2715	Fat Hen	9352.0	4042.5	6	200	200
2716	Fat Hen	8338.5	8338.5	1	200	200
2717	Fat Hen	7448.0	7448.0	13	200	200
2718	Fat Hen	4572.5	2394.0	2	200	200
2719	Fat Hen	4672.0	2437.0	3	200	200
2720	Fat Hen	6227.5	2823.0	4	200	200
2721	Fat Hen	9074.0	9074.0	1	200	200
2722	Fat Hen	4548.0	2648.5	3	200	200
2723	Fat Hen	8683.5	3993.0	8	200	200
2724	Fat Hen	13054.5	11473.0	14	200	200
2725	Fat Hen	2959.5	2959.5	1	200	200
2726	Fat Hen	7560.0	4792.0	4	200	200
2727	Fat Hen	3769.5	2468.5	2	200	200
2728	Fat Hen	4731.0	1431.0	8	200	200
2729	Fat Hen	7380.0	7380.0	1	200	200
2730	Fat Hen	4614.0	3182.5	20	200	200
2731	Fat Hen	2811.5	1444.0	2	200	200
2732	Fat Hen	7719.0	7262.5	5	200	200
2733	Fat Hen	5053.0	2585.5	2	200	200
2734	Fat Hen	4029.5	2326.5	2	200	200
2735	Fat Hen	11390.5	8042.0	4	200	200
2736	Fat Hen	9222.5	3736.0	7	200	200
2737	Fat Hen	6721.0	3307.5	3	200	200
2738	Fat Hen	4785.0	2904.5	3	200	200
2739	Fat Hen	4085.0	2353.0	2	200	200
2740	Fat Hen	10372.5	10372.5	2	200	200
2741	Fat Hen	13480.0	7094.5	3	200	200
2742	Fat Hen	3996.0	2508.5	2	200	200
2743	Fat Hen	3327.5	2050.0	2	200	200
2744	Fat Hen	7171.5	4407.0	3	200	200
2745	Fat Hen	3660.0	2059.0	2	200	200
2746	Fat Hen	8712.0	7887.5	11	200	200
2747	Fat Hen	11409.5	8091.5	4	200	200
2748	Fat Hen	11080.5	4640.0	4	200	200
2749	Fat Hen	5836.0	3368.0	2	200	200
2750	Fat Hen	3644.0	1840.0	2	200	200
2751	Fat Hen	8527.0	4114.5	3	200	200
2752	Fat Hen	3642.0	1989.0	3	200	200
2753	Fat Hen	8811.5	3989.5	4	200	200
2754	Fat Hen	6383.5	5882.0	2	200	200
2755	Fat Hen	3869.5	2240.5	2	200	200
2756	Fat Hen	3237.5	1859.0	3	200	200
2757	Fat Hen	3905.5	2144.5	2	200	200
2758	Fat Hen	9469.5	9469.5	1	200	200
2759	Fat Hen	12089.5	10516.0	3	200	200
2760	Fat Hen	6708.0	6070.0	7	200	200
2761	Fat Hen	6159.0	2754.0	6	200	200
2762	Fat Hen	5376.5	3429.5	2	200	200
2763	Fat Hen	5485.5	3077.5	2	200	200
2764	Fat Hen	5125.5	2871.0	2	200	200
2765	Fat Hen	12618.5	5368.5	10	200	200
2766	Fat Hen	4502.0	2547.5	2	200	200
2767	Fat Hen	3939.5	2506.0	2	200	200
2768	Fat Hen	2876.0	1550.5	2	200	200
2769	Fat Hen	8780.0	8780.0	1	200	200
2770	Fat Hen	4993.0	4993.0	2	200	200
2771	Fat Hen	5205.0	4057.5	2	200	200
2772	Fat Hen	3459.0	2265.0	11	200	200
2773	Fat Hen	4922.0	3011.0	2	200	200
2774	Fat Hen	8849.5	3888.5	4	200	200
2775	Fat Hen	4704.5	3604.5	2	200	200
2776	Fat Hen	6077.0	3119.0	2	200	200
2777	Fat Hen	4158.0	2212.5	2	200	200
2778	Fat Hen	10838.5	4510.0	4	200	200
2779	Fat Hen	4454.5	2508.0	2	200	200
2780	Fat Hen	7921.5	6006.5	2	200	200
2781	Fat Hen	7003.5	5364.0	4	200	200
2782	Fat Hen	7003.5	3883.0	7	200	200
2783	Fat Hen	3886.0	2492.0	2	200	200
2784	Fat Hen	5764.0	4096.0	2	200	200
2785	Fat Hen	6179.5	3587.0	4	200	200
2786	Fat Hen	4857.0	2445.5	2	200	200
2787	Fat Hen	3870.0	2038.5	3	200	200
2788	Fat Hen	5460.0	3440.5	2	200	200
2789	Fat Hen	5380.0	3729.5	2	200	200
2790	Fat Hen	3182.5	1778.5	2	200	200
2791	Fat Hen	9457.5	4581.5	4	200	200
2792	Fat Hen	4153.5	2265.0	2	200	200
2793	Fat Hen	3346.0	1733.0	2	200	200
2794	Fat Hen	4410.0	1731.5	12	200	200
2795	Fat Hen	3390.5	1769.0	2	200	200
2796	Fat Hen	3281.0	1993.0	8	200	200
2797	Fat Hen	13527.0	6467.5	4	200	200
2798	Fat Hen	4395.5	2689.5	2	200	200
2799	Fat Hen	2656.5	1336.5	2	200	200
2800	Fat Hen	4223.5	2553.5	2	200	200
2801	Fat Hen	5625.0	3271.0	2	200	200
2802	Fat Hen	3430.5	1444.5	3	200	200
2803	Fat Hen	3517.0	1762.5	2	200	200
2804	Fat Hen	5761.0	4076.5	2	200	200
2805	Fat Hen	5005.0	2838.5	2	200	200
2806	Fat Hen	3176.5	1613.0	2	200	200
2807	Fat Hen	8235.5	4782.0	2	200	200
2808	Fat Hen	3983.5	2273.0	2	200	200
2809	Fat Hen	8566.5	3657.0	9	200	200
2810	Fat Hen	3905.0	2097.5	2	200	200
2811	Fat Hen	4708.5	2541.5	2	200	200
2812	Fat Hen	7605.0	4534.5	3	200	200
2813	Fat Hen	4864.5	2467.0	2	200	200
2814	Fat Hen	3494.0	2067.5	3	200	200
2815	Fat Hen	4875.5	2695.5	2	200	200
2816	Fat Hen	12413.5	12413.5	1	200	200
2817	Fat Hen	4509.0	2441.0	2	200	200
2818	Fat Hen	10796.5	6700.5	2	200	200
2819	Fat Hen	15704.5	15704.5	1	200	200
2820	Fat Hen	4121.0	1839.0	6	200	200
2821	Fat Hen	5628.0	2261.5	4	200	200
2822	Fat Hen	5317.0	3232.5	2	200	200
2823	Fat Hen	6605.0	3756.5	2	200	200
2824	Fat Hen	3457.5	2437.0	2	200	200
2825	Fat Hen	3600.5	2000.5	2	200	200
2826	Fat Hen	3800.5	2293.5	2	200	200
2827	Fat Hen	7283.0	3673.0	6	200	200
2828	Fat Hen	5893.0	3912.0	2	200	200
2829	Fat Hen	2781.5	1415.0	2	200	200
2830	Fat Hen	3542.0	1878.5	2	200	200
2831	Fat Hen	4929.5	2547.5	2	200	200
2832	Fat Hen	5104.0	2807.0	2	200	200
2833	Fat Hen	6050.5	3079.0	4	200	200
2834	Fat Hen	3248.0	1742.5	2	200	200
2835	Fat Hen	14160.0	11986.5	3	200	200
2836	Fat Hen	8717.5	4699.0	14	200	200
2837	Fat Hen	8785.5	4531.5	5	200	200
2838	Fat Hen	8328.5	7223.0	3	200	200
2839	Fat Hen	3268.5	3268.5	1	200	200
2840	Fat Hen	12708.5	10820.0	4	200	200
2841	Fat Hen	4207.0	2418.0	2	200	200
2842	Fat Hen	4572.0	2491.5	2	200	200
2843	Fat Hen	13576.0	12042.5	2	200	200
2844	Fat Hen	4627.0	2379.0	2	200	200
2845	Fat Hen	8898.0	7069.0	2	200	200
2846	Fat Hen	3725.0	1903.5	2	200	200
2847	Fat Hen	8714.5	3052.0	7	200	200
2848	Fat Hen	4305.0	2963.5	2	200	200
2849	Fat Hen	4684.0	2609.5	2	200	200
2850	Fat Hen	3045.0	1603.5	2	200	200
2851	Fat Hen	9766.0	4522.5	5	200	200
2852	Fat Hen	8365.5	4706.5	2	200	200
2853	Fat Hen	4113.0	2291.5	2	200	200
2854	Fat Hen	4398.0	2728.5	2	200	200
2855	Fat Hen	8888.5	4941.5	6	200	200
2856	Fat Hen	10696.5	5385.0	6	200	200
2857	Fat Hen	3430.5	1823.5	2	200	200
2858	Fat Hen	2917.0	1563.5	2	200	200
2859	Fat Hen	2487.5	1276.0	2	200	200
2860	Fat Hen	3506.5	1422.5	6	200	200
2861	Fat Hen	5943.5	3202.5	2	200	200
2862	Fat Hen	11789.0	9986.5	3	200	200
2863	Fat Hen	6690.5	3145.0	3	200	200
2864	Fat Hen	10211.0	5421.5	7	200	200
2865	Fat Hen	3881.5	2039.0	3	200	200
2866	Fat Hen	8368.5	8368.5	3	200	200
2867	Fat Hen	7890.0	7588.5	2	200	200
2868	Fat Hen	7432.0	3122.5	5	200	200
2869	Fat Hen	5586.5	2773.5	6	200	200
2870	Fat Hen	10336.0	6176.0	3	200	200
2871	Fat Hen	12514.5	11399.0	3	200	200
2872	Fat Hen	5546.5	5546.5	2	200	200
2873	Fat Hen	7970.5	6943.0	2	200	200
2874	Fat Hen	2954.0	1570.5	2	200	200
2875	Fat Hen	9457.0	5406.5	4	200	200
2876	Fat Hen	5176.5	2970.0	4	200	200
2877	Fat Hen	3798.5	1936.0	2	200	200
2878	Fat Hen	4661.5	4661.5	1	200	200
2879	Fat Hen	2337.5	2337.5	1	200	200
2880	Fat Hen	5373.0	2788.5	2	200	200
2881	Fat Hen	5919.5	3678.0	2	200	200
2882	Fat Hen	3786.0	2129.5	2	200	200
2883	Fat Hen	9983.0	3215.5	4	200	200
2884	Fat Hen	11883.0	10440.0	2	200	200
2885	Fat Hen	7912.0	7275.0	3	200	200
2886	Fat Hen	7677.0	7677.0	3	200	200
2887	Fat Hen	9654.0	4906.0	4	200	200
2888	Fat Hen	12599.0	7143.0	6	200	200
2889	Fat Hen	7508.5	3119.5	3	200	200
2890	Fat Hen	4169.5	2107.0	2	200	200
2891	Fat Hen	6087.5	2620.5	6	200	200
2892	Fat Hen	3289.5	1761.0	2	200	200
2893	Fat Hen	6846.0	4531.0	2	200	200
2894	Fat Hen	13025.5	4231.5	7	200	200
2895	Fat Hen	6418.0	2483.5	4	200	200
2896	Fat Hen	4626.5	2475.0	2	200	200
2897	Fat Hen	4384.5	4384.5	3	200	200
2898	Fat Hen	3867.5	2194.5	2	200	200
2899	Fat Hen	11443.5	7625.5	2	200	200
2900	Fat Hen	8942.5	3989.5	3	200	200
2901	Fat Hen	7577.0	2752.0	7	200	200
2902	Fat Hen	4164.5	2505.0	2	200	200
2903	Fat Hen	3935.0	2032.0	2	200	200
2904	Fat Hen	14541.0	12395.5	7	200	200
2905	Fat Hen	14066.0	7150.0	4	200	200
2906	Fat Hen	4963.0	2594.0	2	200	200
2907	Fat Hen	3139.5	1612.5	2	200	200
2908	Fat Hen	4500.0	4500.0	1	200	200
2909	Fat Hen	3753.0	1877.0	4	200	200
2910	Fat Hen	8410.0	7557.0	3	200	200
2911	Fat Hen	3937.0	2463.5	4	200	200
2912	Fat Hen	4525.0	2860.0	2	200	200
2913	Fat Hen	4308.0	2502.5	2	200	200
